  year month   day    cycle    trend
  2015    11    17   400.52   400.65
  2015    11    18   400.59   400.66
  2015    11    19   400.65   400.67
  2015    11    20   400.72   400.68
  2015    11    21   400.78   400.69
  2015    11    22   400.85   400.70
  2015    11    23   400.91   400.71
  2015    11    24   400.97   400.72
  2015    11    25   401.03   400.73
  2015    11    26   401.09   400.74
  2015    11    27   401.14   400.75
  2015    11    28   401.20   400.76
  2015    11    29   401.25   400.77
  2015    11    30   401.31   400.78
  2015    12     1   401.36   400.79
  2015    12     2   401.41   400.80
  2015    12     3   401.46   400.81
  2015    12     4   401.51   400.82
  2015    12     5   401.56   400.83
  2015    12     6   401.60   400.83
  2015    12     7   401.65   400.84
  2015    12     8   401.69   400.85
  2015    12     9   401.73   400.86
  2015    12    10   401.77   400.87
  2015    12    11   401.81   400.88
  2015    12    12   401.85   400.89
  2015    12    13   401.89   400.90
  2015    12    14   401.93   400.91
  2015    12    15   401.96   400.92
  2015    12    16   402.00   400.93
  2015    12    17   402.03   400.94
  2015    12    18   402.06   400.95
  2015    12    19   402.09   400.96
  2015    12    20   402.12   400.97
  2015    12    21   402.15   400.98
  2015    12    22   402.18   400.99
  2015    12    23   402.20   401.00
  2015    12    24   402.23   401.01
  2015    12    25   402.25   401.02
  2015    12    26   402.28   401.03
  2015    12    27   402.30   401.04
  2015    12    28   402.32   401.05
  2015    12    29   402.34   401.06
  2015    12    30   402.36   401.07
  2015    12    31   402.38   401.08
  2016     1     1   402.40   401.09
  2016     1     2   402.41   401.10
  2016     1     3   402.43   401.11
  2016     1     4   402.45   401.12
  2016     1     5   402.46   401.13
  2016     1     6   402.48   401.14
  2016     1     7   402.49   401.15
  2016     1     8   402.50   401.16
  2016     1     9   402.52   401.17
  2016     1    10   402.53   401.18
  2016     1    11   402.54   401.18
  2016     1    12   402.55   401.19
  2016     1    13   402.56   401.20
  2016     1    14   402.57   401.21
  2016     1    15   402.58   401.22
  2016     1    16   402.59   401.23
  2016     1    17   402.60   401.24
  2016     1    18   402.61   401.25
  2016     1    19   402.62   401.26
  2016     1    20   402.62   401.27
  2016     1    21   402.63   401.28
  2016     1    22   402.64   401.29
  2016     1    23   402.65   401.30
  2016     1    24   402.65   401.31
  2016     1    25   402.66   401.32
  2016     1    26   402.67   401.33
  2016     1    27   402.68   401.34
  2016     1    28   402.68   401.35
  2016     1    29   402.69   401.36
  2016     1    30   402.70   401.37
  2016     1    31   402.71   401.38
  2016     2     1   402.71   401.39
  2016     2     2   402.72   401.40
  2016     2     3   402.73   401.41
  2016     2     4   402.74   401.42
  2016     2     5   402.75   401.43
  2016     2     6   402.76   401.44
  2016     2     7   402.77   401.45
  2016     2     8   402.78   401.46
  2016     2     9   402.79   401.47
  2016     2    10   402.80   401.48
  2016     2    11   402.81   401.49
  2016     2    12   402.82   401.50
  2016     2    13   402.84   401.51
  2016     2    14   402.85   401.52
  2016     2    15   402.86   401.53
  2016     2    16   402.88   401.54
  2016     2    17   402.89   401.55
  2016     2    18   402.91   401.56
  2016     2    19   402.93   401.57
  2016     2    20   402.94   401.58
  2016     2    21   402.96   401.59
  2016     2    22   402.98   401.60
  2016     2    23   403.00   401.61
  2016     2    24   403.02   401.62
  2016     2    25   403.04   401.63
  2016     2    26   403.06   401.64
  2016     2    27   403.08   401.65
  2016     2    28   403.10   401.66
  2016     2    29   403.12   401.67
  2016     3     1   403.15   401.68
  2016     3     2   403.17   401.69
  2016     3     3   403.20   401.70
  2016     3     4   403.22   401.71
  2016     3     5   403.25   401.72
  2016     3     6   403.28   401.73
  2016     3     7   403.30   401.74
  2016     3     8   403.33   401.75
  2016     3     9   403.36   401.76
  2016     3    10   403.39   401.77
  2016     3    11   403.42   401.78
  2016     3    12   403.44   401.79
  2016     3    13   403.47   401.80
  2016     3    14   403.50   401.81
  2016     3    15   403.53   401.82
  2016     3    16   403.56   401.83
  2016     3    17   403.60   401.84
  2016     3    18   403.63   401.85
  2016     3    19   403.66   401.86
  2016     3    20   403.69   401.87
  2016     3    21   403.72   401.88
  2016     3    22   403.75   401.89
  2016     3    23   403.78   401.90
  2016     3    24   403.81   401.91
  2016     3    25   403.85   401.92
  2016     3    26   403.88   401.93
  2016     3    27   403.91   401.94
  2016     3    28   403.94   401.95
  2016     3    29   403.97   401.96
  2016     3    30   404.00   401.97
  2016     3    31   404.03   401.98
  2016     4     1   404.06   401.99
  2016     4     2   404.09   402.00
  2016     4     3   404.12   402.01
  2016     4     4   404.15   402.02
  2016     4     5   404.18   402.03
  2016     4     6   404.21   402.04
  2016     4     7   404.24   402.05
  2016     4     8   404.26   402.06
  2016     4     9   404.29   402.07
  2016     4    10   404.32   402.08
  2016     4    11   404.35   402.09
  2016     4    12   404.37   402.10
  2016     4    13   404.40   402.11
  2016     4    14   404.42   402.12
  2016     4    15   404.45   402.13
  2016     4    16   404.47   402.14
  2016     4    17   404.49   402.15
  2016     4    18   404.52   402.16
  2016     4    19   404.54   402.17
  2016     4    20   404.56   402.18
  2016     4    21   404.58   402.19
  2016     4    22   404.60   402.20
  2016     4    23   404.62   402.21
  2016     4    24   404.64   402.22
  2016     4    25   404.66   402.23
  2016     4    26   404.67   402.24
  2016     4    27   404.69   402.25
  2016     4    28   404.70   402.26
  2016     4    29   404.72   402.27
  2016     4    30   404.73   402.28
  2016     5     1   404.74   402.29
  2016     5     2   404.75   402.30
  2016     5     3   404.77   402.31
  2016     5     4   404.77   402.32
  2016     5     5   404.78   402.33
  2016     5     6   404.79   402.34
  2016     5     7   404.79   402.35
  2016     5     8   404.80   402.36
  2016     5     9   404.80   402.37
  2016     5    10   404.80   402.38
  2016     5    11   404.80   402.39
  2016     5    12   404.80   402.40
  2016     5    13   404.80   402.41
  2016     5    14   404.79   402.42
  2016     5    15   404.79   402.43
  2016     5    16   404.78   402.44
  2016     5    17   404.77   402.45
  2016     5    18   404.76   402.46
  2016     5    19   404.75   402.47
  2016     5    20   404.73   402.48
  2016     5    21   404.72   402.49
  2016     5    22   404.70   402.49
  2016     5    23   404.68   402.50
  2016     5    24   404.66   402.51
  2016     5    25   404.64   402.52
  2016     5    26   404.61   402.53
  2016     5    27   404.58   402.54
  2016     5    28   404.56   402.55
  2016     5    29   404.52   402.56
  2016     5    30   404.49   402.57
  2016     5    31   404.46   402.58
  2016     6     1   404.42   402.59
  2016     6     2   404.38   402.60
  2016     6     3   404.34   402.61
  2016     6     4   404.29   402.62
  2016     6     5   404.25   402.63
  2016     6     6   404.20   402.64
  2016     6     7   404.15   402.65
  2016     6     8   404.10   402.66
  2016     6     9   404.05   402.67
  2016     6    10   403.99   402.68
  2016     6    11   403.94   402.69
  2016     6    12   403.88   402.70
  2016     6    13   403.82   402.70
  2016     6    14   403.76   402.71
  2016     6    15   403.69   402.72
  2016     6    16   403.63   402.73
  2016     6    17   403.56   402.74
  2016     6    18   403.49   402.75
  2016     6    19   403.42   402.76
  2016     6    20   403.35   402.77
  2016     6    21   403.28   402.78
  2016     6    22   403.20   402.79
  2016     6    23   403.13   402.80
  2016     6    24   403.05   402.81
  2016     6    25   402.97   402.82
  2016     6    26   402.89   402.83
  2016     6    27   402.82   402.84
  2016     6    28   402.73   402.84
  2016     6    29   402.65   402.85
  2016     6    30   402.57   402.86
  2016     7     1   402.49   402.87
  2016     7     2   402.41   402.88
  2016     7     3   402.33   402.89
  2016     7     4   402.24   402.90
  2016     7     5   402.16   402.91
  2016     7     6   402.08   402.92
  2016     7     7   401.99   402.93
  2016     7     8   401.91   402.94
  2016     7     9   401.83   402.95
  2016     7    10   401.74   402.95
  2016     7    11   401.66   402.96
  2016     7    12   401.58   402.97
  2016     7    13   401.50   402.98
  2016     7    14   401.41   402.99
  2016     7    15   401.33   403.00
  2016     7    16   401.25   403.01
  2016     7    17   401.18   403.02
  2016     7    18   401.10   403.03
  2016     7    19   401.02   403.04
  2016     7    20   400.95   403.04
  2016     7    21   400.87   403.05
  2016     7    22   400.80   403.06
  2016     7    23   400.73   403.07
  2016     7    24   400.66   403.08
  2016     7    25   400.59   403.09
  2016     7    26   400.52   403.10
  2016     7    27   400.45   403.11
  2016     7    28   400.39   403.12
  2016     7    29   400.33   403.12
  2016     7    30   400.27   403.13
  2016     7    31   400.21   403.14
  2016     8     1   400.15   403.15
  2016     8     2   400.10   403.16
  2016     8     3   400.05   403.17
  2016     8     4   400.00   403.18
  2016     8     5   399.95   403.19
  2016     8     6   399.90   403.19
  2016     8     7   399.86   403.20
  2016     8     8   399.82   403.21
  2016     8     9   399.78   403.22
  2016     8    10   399.75   403.23
  2016     8    11   399.71   403.24
  2016     8    12   399.68   403.25
  2016     8    13   399.65   403.25
  2016     8    14   399.63   403.26
  2016     8    15   399.61   403.27
  2016     8    16   399.59   403.28
  2016     8    17   399.57   403.29
  2016     8    18   399.55   403.30
  2016     8    19   399.54   403.31
  2016     8    20   399.53   403.31
  2016     8    21   399.53   403.32
  2016     8    22   399.52   403.33
  2016     8    23   399.52   403.34
  2016     8    24   399.53   403.35
  2016     8    25   399.53   403.36
  2016     8    26   399.54   403.36
  2016     8    27   399.55   403.37
  2016     8    28   399.56   403.38
  2016     8    29   399.58   403.39
  2016     8    30   399.60   403.40
  2016     8    31   399.62   403.41
  2016     9     1   399.65   403.41
  2016     9     2   399.67   403.42
  2016     9     3   399.70   403.43
  2016     9     4   399.73   403.44
  2016     9     5   399.77   403.45
  2016     9     6   399.81   403.45
  2016     9     7   399.84   403.46
  2016     9     8   399.89   403.47
  2016     9     9   399.93   403.48
  2016     9    10   399.98   403.49
  2016     9    11   400.02   403.50
  2016     9    12   400.07   403.50
  2016     9    13   400.12   403.51
  2016     9    14   400.18   403.52
  2016     9    15   400.23   403.53
  2016     9    16   400.29   403.54
  2016     9    17   400.35   403.54
  2016     9    18   400.41   403.55
  2016     9    19   400.47   403.56
  2016     9    20   400.53   403.57
  2016     9    21   400.59   403.58
  2016     9    22   400.66   403.58
  2016     9    23   400.72   403.59
  2016     9    24   400.79   403.60
  2016     9    25   400.85   403.61
  2016     9    26   400.92   403.61
  2016     9    27   400.99   403.62
  2016     9    28   401.06   403.63
  2016     9    29   401.12   403.64
  2016     9    30   401.19   403.65
  2016    10     1   401.26   403.65
  2016    10     2   401.33   403.66
  2016    10     3   401.40   403.67
  2016    10     4   401.46   403.68
  2016    10     5   401.53   403.68
  2016    10     6   401.60   403.69
  2016    10     7   401.67   403.70
  2016    10     8   401.73   403.71
  2016    10     9   401.80   403.71
  2016    10    10   401.86   403.72
  2016    10    11   401.93   403.73
  2016    10    12   401.99   403.74
  2016    10    13   402.05   403.74
  2016    10    14   402.12   403.75
  2016    10    15   402.18   403.76
  2016    10    16   402.24   403.77
  2016    10    17   402.30   403.77
  2016    10    18   402.36   403.78
  2016    10    19   402.41   403.79
  2016    10    20   402.47   403.80
  2016    10    21   402.53   403.80
  2016    10    22   402.58   403.81
  2016    10    23   402.63   403.82
  2016    10    24   402.69   403.83
  2016    10    25   402.74   403.83
  2016    10    26   402.79   403.84
  2016    10    27   402.84   403.85
  2016    10    28   402.89   403.86
  2016    10    29   402.94   403.86
  2016    10    30   402.98   403.87
  2016    10    31   403.03   403.88
  2016    11     1   403.07   403.88
  2016    11     2   403.12   403.89
  2016    11     3   403.16   403.90
  2016    11     4   403.21   403.91
  2016    11     5   403.25   403.91
  2016    11     6   403.29   403.92
  2016    11     7   403.33   403.93
  2016    11     8   403.37   403.93
  2016    11     9   403.41   403.94
  2016    11    10   403.45   403.95
  2016    11    11   403.49   403.96
  2016    11    12   403.53   403.96
  2016    11    13   403.57   403.97
  2016    11    14   403.61   403.98
  2016    11    15   403.64   403.98
  2016    11    16   403.68   403.99
  2016    11    17   403.72   404.00
  2016    11    18   403.76   404.00
  2016    11    19   403.79   404.01
  2016    11    20   403.83   404.02
  2016    11    21   403.87   404.02
  2016    11    22   403.90   404.03
  2016    11    23   403.94   404.04
  2016    11    24   403.98   404.04
  2016    11    25   404.01   404.05
  2016    11    26   404.05   404.06
  2016    11    27   404.09   404.07
  2016    11    28   404.12   404.07
  2016    11    29   404.16   404.08
  2016    11    30   404.20   404.09
  2016    12     1   404.23   404.09
  2016    12     2   404.27   404.10
  2016    12     3   404.31   404.11
  2016    12     4   404.34   404.11
  2016    12     5   404.38   404.12
  2016    12     6   404.42   404.13
  2016    12     7   404.45   404.13
  2016    12     8   404.49   404.14
  2016    12     9   404.53   404.14
  2016    12    10   404.57   404.15
  2016    12    11   404.60   404.16
  2016    12    12   404.64   404.16
  2016    12    13   404.68   404.17
  2016    12    14   404.71   404.18
  2016    12    15   404.75   404.18
  2016    12    16   404.79   404.19
  2016    12    17   404.83   404.20
  2016    12    18   404.86   404.20
  2016    12    19   404.90   404.21
  2016    12    20   404.94   404.22
  2016    12    21   404.97   404.22
  2016    12    22   405.01   404.23
  2016    12    23   405.04   404.24
  2016    12    24   405.08   404.24
  2016    12    25   405.12   404.25
  2016    12    26   405.15   404.25
  2016    12    27   405.19   404.26
  2016    12    28   405.22   404.27
  2016    12    29   405.26   404.27
  2016    12    30   405.29   404.28
  2016    12    31   405.32   404.29
  2017     1     1   405.36   404.29
  2017     1     2   405.39   404.30
  2017     1     3   405.43   404.30
  2017     1     4   405.46   404.31
  2017     1     5   405.49   404.32
  2017     1     6   405.52   404.32
  2017     1     7   405.56   404.33
  2017     1     8   405.59   404.33
  2017     1     9   405.62   404.34
  2017     1    10   405.65   404.35
  2017     1    11   405.68   404.35
  2017     1    12   405.71   404.36
  2017     1    13   405.74   404.37
  2017     1    14   405.77   404.37
  2017     1    15   405.80   404.38
  2017     1    16   405.82   404.38
  2017     1    17   405.85   404.39
  2017     1    18   405.88   404.40
  2017     1    19   405.91   404.40
  2017     1    20   405.93   404.41
  2017     1    21   405.96   404.41
  2017     1    22   405.98   404.42
  2017     1    23   406.01   404.42
  2017     1    24   406.03   404.43
  2017     1    25   406.05   404.44
  2017     1    26   406.08   404.44
  2017     1    27   406.10   404.45
  2017     1    28   406.12   404.45
  2017     1    29   406.14   404.46
  2017     1    30   406.16   404.47
  2017     1    31   406.18   404.47
  2017     2     1   406.20   404.48
  2017     2     2   406.22   404.48
  2017     2     3   406.24   404.49
  2017     2     4   406.26   404.50
  2017     2     5   406.28   404.50
  2017     2     6   406.29   404.51
  2017     2     7   406.31   404.51
  2017     2     8   406.33   404.52
  2017     2     9   406.34   404.52
  2017     2    10   406.36   404.53
  2017     2    11   406.37   404.54
  2017     2    12   406.38   404.54
  2017     2    13   406.39   404.55
  2017     2    14   406.41   404.55
  2017     2    15   406.42   404.56
  2017     2    16   406.43   404.56
  2017     2    17   406.44   404.57
  2017     2    18   406.45   404.57
  2017     2    19   406.46   404.58
  2017     2    20   406.47   404.59
  2017     2    21   406.47   404.59
  2017     2    22   406.48   404.60
  2017     2    23   406.49   404.60
  2017     2    24   406.50   404.61
  2017     2    25   406.50   404.61
  2017     2    26   406.51   404.62
  2017     2    27   406.51   404.63
  2017     2    28   406.52   404.63
  2017     3     1   406.52   404.64
  2017     3     2   406.53   404.64
  2017     3     3   406.53   404.65
  2017     3     4   406.53   404.65
  2017     3     5   406.54   404.66
  2017     3     6   406.54   404.66
  2017     3     7   406.54   404.67
  2017     3     8   406.55   404.67
  2017     3     9   406.55   404.68
  2017     3    10   406.55   404.69
  2017     3    11   406.56   404.69
  2017     3    12   406.56   404.70
  2017     3    13   406.56   404.70
  2017     3    14   406.56   404.71
  2017     3    15   406.57   404.71
  2017     3    16   406.57   404.72
  2017     3    17   406.57   404.72
  2017     3    18   406.57   404.73
  2017     3    19   406.58   404.73
  2017     3    20   406.58   404.74
  2017     3    21   406.58   404.74
  2017     3    22   406.59   404.75
  2017     3    23   406.59   404.76
  2017     3    24   406.60   404.76
  2017     3    25   406.60   404.77
  2017     3    26   406.61   404.77
  2017     3    27   406.61   404.78
  2017     3    28   406.62   404.78
  2017     3    29   406.62   404.79
  2017     3    30   406.63   404.79
  2017     3    31   406.64   404.80
  2017     4     1   406.64   404.80
  2017     4     2   406.65   404.81
  2017     4     3   406.66   404.81
  2017     4     4   406.67   404.82
  2017     4     5   406.68   404.82
  2017     4     6   406.69   404.83
  2017     4     7   406.70   404.83
  2017     4     8   406.71   404.84
  2017     4     9   406.72   404.85
  2017     4    10   406.73   404.85
  2017     4    11   406.74   404.86
  2017     4    12   406.75   404.86
  2017     4    13   406.77   404.87
  2017     4    14   406.78   404.87
  2017     4    15   406.79   404.88
  2017     4    16   406.81   404.88
  2017     4    17   406.82   404.89
  2017     4    18   406.83   404.89
  2017     4    19   406.85   404.90
  2017     4    20   406.86   404.90
  2017     4    21   406.87   404.91
  2017     4    22   406.89   404.91
  2017     4    23   406.90   404.92
  2017     4    24   406.91   404.92
  2017     4    25   406.93   404.93
  2017     4    26   406.94   404.93
  2017     4    27   406.96   404.94
  2017     4    28   406.97   404.94
  2017     4    29   406.98   404.95
  2017     4    30   406.99   404.95
  2017     5     1   407.00   404.96
  2017     5     2   407.02   404.96
  2017     5     3   407.03   404.97
  2017     5     4   407.04   404.97
  2017     5     5   407.04   404.98
  2017     5     6   407.05   404.99
  2017     5     7   407.06   404.99
  2017     5     8   407.07   405.00
  2017     5     9   407.07   405.00
  2017     5    10   407.08   405.01
  2017     5    11   407.08   405.01
  2017     5    12   407.08   405.02
  2017     5    13   407.08   405.02
  2017     5    14   407.08   405.03
  2017     5    15   407.08   405.03
  2017     5    16   407.08   405.04
  2017     5    17   407.07   405.04
  2017     5    18   407.07   405.05
  2017     5    19   407.06   405.05
  2017     5    20   407.05   405.06
  2017     5    21   407.04   405.06
  2017     5    22   407.03   405.07
  2017     5    23   407.01   405.07
  2017     5    24   407.00   405.08
  2017     5    25   406.98   405.08
  2017     5    26   406.96   405.09
  2017     5    27   406.94   405.09
  2017     5    28   406.91   405.10
  2017     5    29   406.89   405.10
  2017     5    30   406.86   405.11
  2017     5    31   406.83   405.11
  2017     6     1   406.80   405.12
  2017     6     2   406.77   405.12
  2017     6     3   406.73   405.13
  2017     6     4   406.69   405.13
  2017     6     5   406.65   405.14
  2017     6     6   406.61   405.14
  2017     6     7   406.57   405.15
  2017     6     8   406.52   405.15
  2017     6     9   406.48   405.16
  2017     6    10   406.43   405.16
  2017     6    11   406.38   405.17
  2017     6    12   406.32   405.17
  2017     6    13   406.27   405.18
  2017     6    14   406.21   405.18
  2017     6    15   406.15   405.19
  2017     6    16   406.09   405.19
  2017     6    17   406.03   405.20
  2017     6    18   405.97   405.20
  2017     6    19   405.90   405.21
  2017     6    20   405.84   405.21
  2017     6    21   405.77   405.22
  2017     6    22   405.70   405.22
  2017     6    23   405.63   405.23
  2017     6    24   405.56   405.24
  2017     6    25   405.49   405.24
  2017     6    26   405.42   405.25
  2017     6    27   405.34   405.25
  2017     6    28   405.27   405.26
  2017     6    29   405.19   405.26
  2017     6    30   405.11   405.27
  2017     7     1   405.04   405.27
  2017     7     2   404.96   405.28
  2017     7     3   404.88   405.28
  2017     7     4   404.80   405.29
  2017     7     5   404.72   405.29
  2017     7     6   404.64   405.30
  2017     7     7   404.57   405.30
  2017     7     8   404.49   405.31
  2017     7     9   404.41   405.31
  2017     7    10   404.33   405.32
  2017     7    11   404.25   405.32
  2017     7    12   404.17   405.33
  2017     7    13   404.09   405.33
  2017     7    14   404.01   405.34
  2017     7    15   403.94   405.34
  2017     7    16   403.86   405.35
  2017     7    17   403.78   405.35
  2017     7    18   403.71   405.36
  2017     7    19   403.63   405.36
  2017     7    20   403.56   405.37
  2017     7    21   403.49   405.37
  2017     7    22   403.41   405.38
  2017     7    23   403.34   405.38
  2017     7    24   403.27   405.39
  2017     7    25   403.20   405.39
  2017     7    26   403.14   405.40
  2017     7    27   403.07   405.41
  2017     7    28   403.01   405.41
  2017     7    29   402.94   405.42
  2017     7    30   402.88   405.42
  2017     7    31   402.82   405.43
  2017     8     1   402.76   405.43
  2017     8     2   402.70   405.44
  2017     8     3   402.65   405.44
  2017     8     4   402.59   405.45
  2017     8     5   402.54   405.45
  2017     8     6   402.49   405.46
  2017     8     7   402.44   405.46
  2017     8     8   402.39   405.47
  2017     8     9   402.35   405.47
  2017     8    10   402.30   405.48
  2017     8    11   402.26   405.48
  2017     8    12   402.22   405.49
  2017     8    13   402.18   405.49
  2017     8    14   402.15   405.50
  2017     8    15   402.11   405.51
  2017     8    16   402.08   405.51
  2017     8    17   402.05   405.52
  2017     8    18   402.02   405.52
  2017     8    19   401.99   405.53
  2017     8    20   401.97   405.53
  2017     8    21   401.95   405.54
  2017     8    22   401.93   405.54
  2017     8    23   401.91   405.55
  2017     8    24   401.89   405.55
  2017     8    25   401.88   405.56
  2017     8    26   401.86   405.56
  2017     8    27   401.85   405.57
  2017     8    28   401.85   405.57
  2017     8    29   401.84   405.58
  2017     8    30   401.84   405.59
  2017     8    31   401.83   405.59
  2017     9     1   401.83   405.60
  2017     9     2   401.84   405.60
  2017     9     3   401.84   405.61
  2017     9     4   401.85   405.61
  2017     9     5   401.86   405.62
  2017     9     6   401.87   405.62
  2017     9     7   401.88   405.63
  2017     9     8   401.90   405.63
  2017     9     9   401.92   405.64
  2017     9    10   401.94   405.64
  2017     9    11   401.96   405.65
  2017     9    12   401.98   405.66
  2017     9    13   402.01   405.66
  2017     9    14   402.04   405.67
  2017     9    15   402.07   405.67
  2017     9    16   402.10   405.68
  2017     9    17   402.14   405.68
  2017     9    18   402.17   405.69
  2017     9    19   402.21   405.69
  2017     9    20   402.25   405.70
  2017     9    21   402.30   405.71
  2017     9    22   402.34   405.71
  2017     9    23   402.39   405.72
  2017     9    24   402.44   405.72
  2017     9    25   402.49   405.73
  2017     9    26   402.54   405.73
  2017     9    27   402.60   405.74
  2017     9    28   402.65   405.74
  2017     9    29   402.71   405.75
  2017     9    30   402.77   405.76
  2017    10     1   402.83   405.76
  2017    10     2   402.89   405.77
  2017    10     3   402.96   405.77
  2017    10     4   403.02   405.78
  2017    10     5   403.09   405.78
  2017    10     6   403.15   405.79
  2017    10     7   403.22   405.79
  2017    10     8   403.29   405.80
  2017    10     9   403.36   405.81
  2017    10    10   403.43   405.81
  2017    10    11   403.50   405.82
  2017    10    12   403.57   405.82
  2017    10    13   403.65   405.83
  2017    10    14   403.72   405.83
  2017    10    15   403.79   405.84
  2017    10    16   403.87   405.85
  2017    10    17   403.94   405.85
  2017    10    18   404.01   405.86
  2017    10    19   404.09   405.86
  2017    10    20   404.16   405.87
  2017    10    21   404.24   405.87
  2017    10    22   404.31   405.88
  2017    10    23   404.38   405.89
  2017    10    24   404.45   405.89
  2017    10    25   404.53   405.90
  2017    10    26   404.60   405.90
  2017    10    27   404.67   405.91
  2017    10    28   404.74   405.91
  2017    10    29   404.81   405.92
  2017    10    30   404.88   405.93
  2017    10    31   404.94   405.93
  2017    11     1   405.01   405.94
  2017    11     2   405.08   405.94
  2017    11     3   405.14   405.95
  2017    11     4   405.20   405.96
  2017    11     5   405.27   405.96
  2017    11     6   405.33   405.97
  2017    11     7   405.39   405.97
  2017    11     8   405.45   405.98
  2017    11     9   405.50   405.98
  2017    11    10   405.56   405.99
  2017    11    11   405.62   406.00
  2017    11    12   405.67   406.00
  2017    11    13   405.72   406.01
  2017    11    14   405.77   406.01
  2017    11    15   405.82   406.02
  2017    11    16   405.87   406.03
  2017    11    17   405.92   406.03
  2017    11    18   405.97   406.04
  2017    11    19   406.01   406.04
  2017    11    20   406.06   406.05
  2017    11    21   406.10   406.06
  2017    11    22   406.14   406.06
  2017    11    23   406.18   406.07
  2017    11    24   406.22   406.07
  2017    11    25   406.26   406.08
  2017    11    26   406.30   406.09
  2017    11    27   406.34   406.09
  2017    11    28   406.37   406.10
  2017    11    29   406.41   406.10
  2017    11    30   406.45   406.11
  2017    12     1   406.48   406.12
  2017    12     2   406.51   406.12
  2017    12     3   406.55   406.13
  2017    12     4   406.58   406.13
  2017    12     5   406.61   406.14
  2017    12     6   406.64   406.15
  2017    12     7   406.67   406.15
  2017    12     8   406.70   406.16
  2017    12     9   406.73   406.16
  2017    12    10   406.76   406.17
  2017    12    11   406.79   406.18
  2017    12    12   406.82   406.18
  2017    12    13   406.85   406.19
  2017    12    14   406.88   406.19
  2017    12    15   406.91   406.20
  2017    12    16   406.94   406.21
  2017    12    17   406.96   406.21
  2017    12    18   406.99   406.22
  2017    12    19   407.02   406.22
  2017    12    20   407.05   406.23
  2017    12    21   407.07   406.24
  2017    12    22   407.10   406.24
  2017    12    23   407.13   406.25
  2017    12    24   407.15   406.26
  2017    12    25   407.18   406.26
  2017    12    26   407.21   406.27
  2017    12    27   407.23   406.27
  2017    12    28   407.26   406.28
  2017    12    29   407.29   406.29
  2017    12    30   407.31   406.29
  2017    12    31   407.34   406.30
  2018     1     1   407.36   406.31
  2018     1     2   407.39   406.31
  2018     1     3   407.41   406.32
  2018     1     4   407.44   406.32
  2018     1     5   407.46   406.33
  2018     1     6   407.48   406.34
  2018     1     7   407.51   406.34
  2018     1     8   407.53   406.35
  2018     1     9   407.55   406.36
  2018     1    10   407.57   406.36
  2018     1    11   407.59   406.37
  2018     1    12   407.61   406.37
  2018     1    13   407.64   406.38
  2018     1    14   407.66   406.39
  2018     1    15   407.67   406.39
  2018     1    16   407.69   406.40
  2018     1    17   407.71   406.41
  2018     1    18   407.73   406.41
  2018     1    19   407.75   406.42
  2018     1    20   407.76   406.42
  2018     1    21   407.78   406.43
  2018     1    22   407.80   406.44
  2018     1    23   407.81   406.44
  2018     1    24   407.83   406.45
  2018     1    25   407.84   406.46
  2018     1    26   407.86   406.46
  2018     1    27   407.87   406.47
  2018     1    28   407.88   406.48
  2018     1    29   407.90   406.48
  2018     1    30   407.91   406.49
  2018     1    31   407.92   406.49
  2018     2     1   407.93   406.50
  2018     2     2   407.94   406.51
  2018     2     3   407.96   406.51
  2018     2     4   407.97   406.52
  2018     2     5   407.98   406.53
  2018     2     6   407.99   406.53
  2018     2     7   408.00   406.54
  2018     2     8   408.01   406.55
  2018     2     9   408.02   406.55
  2018     2    10   408.03   406.56
  2018     2    11   408.04   406.57
  2018     2    12   408.05   406.57
  2018     2    13   408.06   406.58
  2018     2    14   408.07   406.58
  2018     2    15   408.09   406.59
  2018     2    16   408.10   406.60
  2018     2    17   408.11   406.60
  2018     2    18   408.12   406.61
  2018     2    19   408.13   406.62
  2018     2    20   408.14   406.62
  2018     2    21   408.16   406.63
  2018     2    22   408.17   406.64
  2018     2    23   408.18   406.64
  2018     2    24   408.20   406.65
  2018     2    25   408.21   406.66
  2018     2    26   408.22   406.66
  2018     2    27   408.24   406.67
  2018     2    28   408.25   406.68
  2018     3     1   408.27   406.68
  2018     3     2   408.28   406.69
  2018     3     3   408.30   406.69
  2018     3     4   408.32   406.70
  2018     3     5   408.33   406.71
  2018     3     6   408.35   406.71
  2018     3     7   408.37   406.72
  2018     3     8   408.38   406.73
  2018     3     9   408.40   406.73
  2018     3    10   408.42   406.74
  2018     3    11   408.44   406.75
  2018     3    12   408.46   406.75
  2018     3    13   408.48   406.76
  2018     3    14   408.50   406.77
  2018     3    15   408.52   406.77
  2018     3    16   408.54   406.78
  2018     3    17   408.56   406.79
  2018     3    18   408.58   406.79
  2018     3    19   408.60   406.80
  2018     3    20   408.62   406.81
  2018     3    21   408.64   406.81
  2018     3    22   408.66   406.82
  2018     3    23   408.68   406.83
  2018     3    24   408.70   406.83
  2018     3    25   408.72   406.84
  2018     3    26   408.74   406.85
  2018     3    27   408.76   406.85
  2018     3    28   408.77   406.86
  2018     3    29   408.79   406.87
  2018     3    30   408.81   406.87
  2018     3    31   408.83   406.88
  2018     4     1   408.85   406.89
  2018     4     2   408.87   406.89
  2018     4     3   408.89   406.90
  2018     4     4   408.91   406.91
  2018     4     5   408.93   406.91
  2018     4     6   408.94   406.92
  2018     4     7   408.96   406.93
  2018     4     8   408.98   406.93
